order_id,account_id,account_name,vertical,product_id,product_name,quantity,order_date,use_case
O02025,A0069,RetailCo9,retail,P0004,Meraki MR36,38,2024-03-21,POS security
O02026,A0059,ManufacturingCo19,manufacturing,P0010,Meraki MT10,15,2023-10-18,IoT sensor connectivity
O02027,A0053,ManufacturingCo13,manufacturing,P0005,Meraki MS120,37,2023-06-04,Factory floor monitoring
O02028,A0096,GovernmentCo16,government,P0002,Meraki MX250,12,2024-08-05,City surveillance camera
O02029,A0031,EducationCo11,education,P0008,Meraki MV22,49,2024-01-03,Online testing infrastructure
O02030,A0041,ManufacturingCo1,manufacturing,P0010,Meraki MT10,40,2024-03-10,IoT sensor connectivity
O02031,A0088,GovernmentCo8,government,P0004,Meraki MR36,5,2023-12-14,Emergency response network
O02032,A0053,ManufacturingCo13,manufacturing,P0007,Meraki MV12,43,2024-12-19,Safety camera installation
O02033,A0038,EducationCo18,education,P0006,Meraki MS225,40,2024-06-01,Online testing infrastructure
O02034,A0099,GovernmentCo19,government,P0001,Meraki MX64,15,2024-04-08,Public Wi-Fi rollout
O02035,A0076,RetailCo16,retail,P0009,Meraki MV72,13,2024-11-07,In-store digital signage
O02036,A0023,EducationCo3,education,P0004,Meraki MR36,25,2025-01-23,Student device management
O02037,A0032,EducationCo12,education,P0003,Meraki MR33,27,2025-03-07,Student device management
O02038,A0005,HealthcareCo5,healthcare,P0009,Meraki MV72,48,2023-07-30,HIPAA compliance monitoring
O02039,A0070,RetailCo10,retail,P0007,Meraki MV12,45,2024-07-16,Inventory system network
O02040,A0012,HealthcareCo12,healthcare,P0006,Meraki MS225,20,2024-09-11,Remote telehealth setup
O02041,A0086,GovernmentCo6,government,P0009,Meraki MV72,49,2024-09-27,Secure inter-agency link
O02042,A0004,HealthcareCo4,healthcare,P0005,Meraki MS120,39,2023-05-15,Remote telehealth setup
O02043,A0081,GovernmentCo1,government,P0007,Meraki MV12,35,2025-03-10,Public Wi-Fi rollout
O02044,A0027,EducationCo7,education,P0002,Meraki MX250,47,2025-04-20,Online testing infrastructure
O02045,A0045,ManufacturingCo5,manufacturing,P0002,Meraki MX250,36,2023-12-06,Supply chain tracking
O02046,A0043,ManufacturingCo3,manufacturing,P0001,Meraki MX64,44,2023-07-04,Factory floor monitoring
O02047,A0039,EducationCo19,education,P0010,Meraki MT10,48,2025-03-25,Lecture hall streaming
O02048,A0034,EducationCo14,education,P0010,Meraki MT10,2,2024-03-16,Lecture hall streaming
O02049,A0090,GovernmentCo10,government,P0006,Meraki MS225,46,2023-11-08,Secure inter-agency link
O02050,A0004,HealthcareCo4,healthcare,P0006,Meraki MS225,35,2024-07-26,HIPAA compliance monitoring
O02051,A0091,GovernmentCo11,government,P0009,Meraki MV72,17,2024-05-01,City surveillance camera
O02052,A0051,ManufacturingCo11,manufacturing,P0009,Meraki MV72,47,2023-11-17,Factory floor monitoring
O02053,A0087,GovernmentCo7,government,P0001,Meraki MX64,13,2023-05-09,Public Wi-Fi rollout
O02054,A0001,HealthcareCo1,healthcare,P0006,Meraki MS225,3,2024-11-26,HIPAA compliance monitoring
O02055,A0079,RetailCo19,retail,P0004,Meraki MR36,48,2025-03-05,Customer analytics Wi-Fi
O02056,A0075,RetailCo15,retail,P0007,Meraki MV12,35,2024-09-28,POS security
O02057,A0032,EducationCo12,education,P0004,Meraki MR36,22,2025-01-27,Lecture hall streaming
O02058,A0045,ManufacturingCo5,manufacturing,P0002,Meraki MX250,9,2023-05-15,Safety camera installation
O02059,A0070,RetailCo10,retail,P0005,Meraki MS120,23,2025-03-26,Customer analytics Wi-Fi
O02060,A0018,HealthcareCo18,healthcare,P0007,Meraki MV12,43,2024-11-22,Medical imaging storage
O02061,A0042,ManufacturingCo2,manufacturing,P0002,Meraki MX250,47,2024-10-09,Factory floor monitoring
O02062,A0025,EducationCo5,education,P0004,Meraki MR36,5,2023-06-21,Student device management
O02063,A0064,RetailCo4,retail,P0005,Meraki MS120,10,2025-03-29,Customer analytics Wi-Fi
O02064,A0087,GovernmentCo7,government,P0001,Meraki MX64,4,2024-11-02,Emergency response network
O02065,A0080,RetailCo20,retail,P0002,Meraki MX250,24,2025-04-07,POS security
O02066,A0083,GovernmentCo3,government,P0002,Meraki MX250,2,2025-01-08,City surveillance camera
O02067,A0094,GovernmentCo14,government,P0004,Meraki MR36,9,2024-11-06,Public Wi-Fi rollout
O02068,A0092,GovernmentCo12,government,P0003,Meraki MR33,14,2024-04-04,Secure inter-agency link
O02069,A0030,EducationCo10,education,P0010,Meraki MT10,42,2025-04-22,Campus wireless expansion
O02070,A0069,RetailCo9,retail,P0004,Meraki MR36,17,2024-01-31,Customer analytics Wi-Fi
O02071,A0056,ManufacturingCo16,manufacturing,P0010,Meraki MT10,6,2024-12-03,Factory floor monitoring
O02072,A0074,RetailCo14,retail,P0009,Meraki MV72,22,2024-05-27,Inventory system network
O02073,A0019,HealthcareCo19,healthcare,P0002,Meraki MX250,11,2023-10-19,HIPAA compliance monitoring
O02074,A0018,HealthcareCo18,healthcare,P0004,Meraki MR36,4,2024-06-14,Remote telehealth setup
O02075,A0035,EducationCo15,education,P0002,Meraki MX250,3,2024-01-02,Lecture hall streaming
O02076,A0096,GovernmentCo16,government,P0007,Meraki MV12,19,2024-05-02,Emergency response network
O02077,A0083,GovernmentCo3,government,P0009,Meraki MV72,49,2024-01-03,Emergency response network
O02078,A0037,EducationCo17,education,P0010,Meraki MT10,23,2024-11-18,Campus wireless expansion
O02079,A0089,GovernmentCo9,government,P0010,Meraki MT10,15,2024-02-06,Emergency response network
O02080,A0097,GovernmentCo17,government,P0003,Meraki MR33,7,2024-07-26,Public Wi-Fi rollout
O02081,A0044,ManufacturingCo4,manufacturing,P0009,Meraki MV72,14,2023-10-15,IoT sensor connectivity
O02082,A0035,EducationCo15,education,P0005,Meraki MS120,48,2023-12-22,Online testing infrastructure
O02083,A0076,RetailCo16,retail,P0006,Meraki MS225,28,2023-10-18,Customer analytics Wi-Fi
O02084,A0042,ManufacturingCo2,manufacturing,P0005,Meraki MS120,42,2023-07-22,Supply chain tracking
O02085,A0096,GovernmentCo16,government,P0005,Meraki MS120,32,2023-09-16,Public Wi-Fi rollout
O02086,A0068,RetailCo8,retail,P0002,Meraki MX250,43,2024-09-12,Customer analytics Wi-Fi
O02087,A0018,HealthcareCo18,healthcare,P0004,Meraki MR36,32,2023-12-27,HIPAA compliance monitoring
O02088,A0091,GovernmentCo11,government,P0010,Meraki MT10,12,2025-02-10,Public Wi-Fi rollout
O02089,A0039,EducationCo19,education,P0001,Meraki MX64,49,2024-10-02,Campus wireless expansion
O02090,A0037,EducationCo17,education,P0009,Meraki MV72,1,2024-06-23,Lecture hall streaming
O02091,A0047,ManufacturingCo7,manufacturing,P0006,Meraki MS225,12,2024-11-04,Supply chain tracking
O02092,A0049,ManufacturingCo9,manufacturing,P0005,Meraki MS120,47,2023-07-20,Supply chain tracking
O02093,A0092,GovernmentCo12,government,P0004,Meraki MR36,41,2025-01-15,Secure inter-agency link
O02094,A0032,EducationCo12,education,P0002,Meraki MX250,29,2024-02-18,Student device management
O02095,A0004,HealthcareCo4,healthcare,P0007,Meraki MV12,45,2025-04-04,Medical imaging storage
O02096,A0085,GovernmentCo5,government,P0004,Meraki MR36,21,2023-10-14,Public Wi-Fi rollout
O02097,A0026,EducationCo6,education,P0002,Meraki MX250,35,2025-04-14,Lecture hall streaming
O02098,A0027,EducationCo7,education,P0009,Meraki MV72,35,2024-09-22,Student device management
O02099,A0004,HealthcareCo4,healthcare,P0003,Meraki MR33,46,2025-05-01,Patient data security
O02100,A0064,RetailCo4,retail,P0008,Meraki MV22,3,2023-10-25,Customer analytics Wi-Fi
O02101,A0034,EducationCo14,education,P0006,Meraki MS225,10,2025-03-12,Campus wireless expansion
O02102,A0087,GovernmentCo7,government,P0005,Meraki MS120,31,2025-04-10,Emergency response network
O02103,A0054,ManufacturingCo14,manufacturing,P0005,Meraki MS120,21,2024-05-09,Supply chain tracking
O02104,A0067,RetailCo7,retail,P0006,Meraki MS225,25,2024-08-05,Inventory system network
O02105,A0081,GovernmentCo1,government,P0005,Meraki MS120,3,2023-09-20,Emergency response network
O02106,A0079,RetailCo19,retail,P0001,Meraki MX64,40,2024-07-30,POS security
O02107,A0054,ManufacturingCo14,manufacturing,P0007,Meraki MV12,35,2024-03-22,Supply chain tracking
O02108,A0048,ManufacturingCo8,manufacturing,P0007,Meraki MV12,41,2023-11-27,Safety camera installation
O02109,A0032,EducationCo12,education,P0008,Meraki MV22,47,2023-10-14,Campus wireless expansion
O02110,A0053,ManufacturingCo13,manufacturing,P0006,Meraki MS225,50,2023-12-20,Factory floor monitoring
O02111,A0052,ManufacturingCo12,manufacturing,P0004,Meraki MR36,19,2025-04-15,Safety camera installation
O02112,A0066,RetailCo6,retail,P0001,Meraki MX64,41,2024-01-23,Customer analytics Wi-Fi
O02113,A0031,EducationCo11,education,P0004,Meraki MR36,10,2024-04-16,Lecture hall streaming
O02114,A0099,GovernmentCo19,government,P0005,Meraki MS120,38,2024-01-28,Public Wi-Fi rollout
O02115,A0037,EducationCo17,education,P0004,Meraki MR36,49,2024-04-06,Student device management
O02116,A0076,RetailCo16,retail,P0009,Meraki MV72,4,2025-04-13,Inventory system network
O02117,A0077,RetailCo17,retail,P0008,Meraki MV22,32,2024-07-20,In-store digital signage
O02118,A0044,ManufacturingCo4,manufacturing,P0009,Meraki MV72,44,2024-06-29,IoT sensor connectivity
O02119,A0008,HealthcareCo8,healthcare,P0008,Meraki MV22,44,2023-10-12,Patient data security
O02120,A0053,ManufacturingCo13,manufacturing,P0008,Meraki MV22,40,2025-02-07,IoT sensor connectivity
O02121,A0090,GovernmentCo10,government,P0005,Meraki MS120,25,2025-03-24,Secure inter-agency link
O02122,A0005,HealthcareCo5,healthcare,P0006,Meraki MS225,23,2025-04-09,Medical imaging storage
O02123,A0096,GovernmentCo16,government,P0008,Meraki MV22,34,2024-10-14,Secure inter-agency link
O02124,A0057,ManufacturingCo17,manufacturing,P0005,Meraki MS120,2,2024-12-29,Factory floor monitoring
O02125,A0090,GovernmentCo10,government,P0008,Meraki MV22,19,2023-10-06,Public Wi-Fi rollout
O02126,A0016,HealthcareCo16,healthcare,P0006,Meraki MS225,47,2025-02-18,HIPAA compliance monitoring
O02127,A0058,ManufacturingCo18,manufacturing,P0001,Meraki MX64,39,2024-05-01,Supply chain tracking
O02128,A0055,ManufacturingCo15,manufacturing,P0005,Meraki MS120,48,2023-11-12,Safety camera installation
O02129,A0057,ManufacturingCo17,manufacturing,P0009,Meraki MV72,35,2023-10-12,Factory floor monitoring
O02130,A0007,HealthcareCo7,healthcare,P0001,Meraki MX64,17,2024-09-05,Patient data security
O02131,A0078,RetailCo18,retail,P0007,Meraki MV12,42,2024-05-23,Customer analytics Wi-Fi
O02132,A0095,GovernmentCo15,government,P0005,Meraki MS120,7,2024-09-09,City surveillance camera
O02133,A0088,GovernmentCo8,government,P0003,Meraki MR33,30,2023-12-25,Secure inter-agency link
O02134,A0012,HealthcareCo12,healthcare,P0010,Meraki MT10,25,2023-11-30,Remote telehealth setup
O02135,A0037,EducationCo17,education,P0004,Meraki MR36,42,2024-07-14,Campus wireless expansion
O02136,A0029,EducationCo9,education,P0003,Meraki MR33,9,2023-08-13,Student device management
O02137,A0019,HealthcareCo19,healthcare,P0009,Meraki MV72,13,2023-12-24,HIPAA compliance monitoring
O02138,A0024,EducationCo4,education,P0002,Meraki MX250,30,2024-10-18,Online testing infrastructure
O02139,A0058,ManufacturingCo18,manufacturing,P0010,Meraki MT10,3,2023-10-30,Factory floor monitoring
O02140,A0003,HealthcareCo3,healthcare,P0006,Meraki MS225,32,2024-08-05,Medical imaging storage
O02141,A0088,GovernmentCo8,government,P0007,Meraki MV12,19,2025-04-18,Public Wi-Fi rollout
O02142,A0036,EducationCo16,education,P0002,Meraki MX250,33,2024-10-14,Lecture hall streaming
O02143,A0059,ManufacturingCo19,manufacturing,P0009,Meraki MV72,13,2023-08-10,Factory floor monitoring
O02144,A0019,HealthcareCo19,healthcare,P0006,Meraki MS225,48,2024-04-10,Remote telehealth setup
O02145,A0049,ManufacturingCo9,manufacturing,P0009,Meraki MV72,20,2024-07-28,Factory floor monitoring
O02146,A0039,EducationCo19,education,P0005,Meraki MS120,3,2024-11-14,Lecture hall streaming
O02147,A0097,GovernmentCo17,government,P0004,Meraki MR36,7,2025-04-03,Emergency response network
O02148,A0010,HealthcareCo10,healthcare,P0009,Meraki MV72,37,2023-09-20,Patient data security
O02149,A0028,EducationCo8,education,P0004,Meraki MR36,5,2024-06-22,Online testing infrastructure
O02150,A0045,ManufacturingCo5,manufacturing,P0010,Meraki MT10,50,2024-03-06,Supply chain tracking
O02151,A0089,GovernmentCo9,government,P0006,Meraki MS225,28,2023-08-20,Public Wi-Fi rollout
O02152,A0018,HealthcareCo18,healthcare,P0002,Meraki MX250,5,2025-02-19,Medical imaging storage
O02153,A0036,EducationCo16,education,P0004,Meraki MR36,26,2023-07-27,Campus wireless expansion
O02154,A0092,GovernmentCo12,government,P0004,Meraki MR36,6,2024-09-30,City surveillance camera
O02155,A0078,RetailCo18,retail,P0003,Meraki MR33,46,2024-03-18,POS security
O02156,A0069,RetailCo9,retail,P0009,Meraki MV72,13,2023-12-26,POS security
O02157,A0016,HealthcareCo16,healthcare,P0005,Meraki MS120,45,2023-11-05,Patient data security
O02158,A0088,GovernmentCo8,government,P0005,Meraki MS120,1,2024-11-16,City surveillance camera
O02159,A0046,ManufacturingCo6,manufacturing,P0001,Meraki MX64,26,2023-09-09,Supply chain tracking
O02160,A0017,HealthcareCo17,healthcare,P0010,Meraki MT10,12,2023-12-03,Remote telehealth setup
O02161,A0086,GovernmentCo6,government,P0007,Meraki MV12,40,2023-11-01,Emergency response network
O02162,A0031,EducationCo11,education,P0002,Meraki MX250,31,2024-11-06,Lecture hall streaming
O02163,A0039,EducationCo19,education,P0001,Meraki MX64,10,2023-06-23,Lecture hall streaming
O02164,A0021,EducationCo1,education,P0008,Meraki MV22,50,2024-08-30,Lecture hall streaming
O02165,A0014,HealthcareCo14,healthcare,P0006,Meraki MS225,31,2024-04-11,HIPAA compliance monitoring
O02166,A0074,RetailCo14,retail,P0009,Meraki MV72,44,2023-10-19,In-store digital signage
O02167,A0008,HealthcareCo8,healthcare,P0001,Meraki MX64,19,2024-05-05,Patient data security
O02168,A0040,EducationCo20,education,P0006,Meraki MS225,46,2025-03-30,Online testing infrastructure
O02169,A0048,ManufacturingCo8,manufacturing,P0004,Meraki MR36,22,2023-09-20,Supply chain tracking
O02170,A0031,EducationCo11,education,P0007,Meraki MV12,9,2024-07-08,Campus wireless expansion
O02171,A0056,ManufacturingCo16,manufacturing,P0010,Meraki MT10,45,2024-05-30,Supply chain tracking
O02172,A0053,ManufacturingCo13,manufacturing,P0010,Meraki MT10,32,2025-05-03,IoT sensor connectivity
O02173,A0063,RetailCo3,retail,P0004,Meraki MR36,23,2024-08-01,Inventory system network
O02174,A0021,EducationCo1,education,P0005,Meraki MS120,25,2023-12-07,Campus wireless expansion
O02175,A0059,ManufacturingCo19,manufacturing,P0010,Meraki MT10,26,2024-09-18,Supply chain tracking
O02176,A0033,EducationCo13,education,P0005,Meraki MS120,37,2024-09-17,Student device management
O02177,A0022,EducationCo2,education,P0010,Meraki MT10,3,2024-12-04,Student device management
O02178,A0100,GovernmentCo20,government,P0005,Meraki MS120,10,2025-02-07,Secure inter-agency link
O02179,A0064,RetailCo4,retail,P0009,Meraki MV72,19,2024-05-14,POS security
O02180,A0042,ManufacturingCo2,manufacturing,P0008,Meraki MV22,27,2025-03-20,Factory floor monitoring
O02181,A0028,EducationCo8,education,P0002,Meraki MX250,3,2024-03-21,Student device management
O02182,A0012,HealthcareCo12,healthcare,P0007,Meraki MV12,28,2025-01-09,HIPAA compliance monitoring
O02183,A0087,GovernmentCo7,government,P0005,Meraki MS120,50,2024-03-03,City surveillance camera
O02184,A0095,GovernmentCo15,government,P0001,Meraki MX64,25,2023-07-20,Public Wi-Fi rollout
O02185,A0066,RetailCo6,retail,P0002,Meraki MX250,8,2024-08-12,Inventory system network
O02186,A0073,RetailCo13,retail,P0007,Meraki MV12,26,2023-05-25,In-store digital signage
O02187,A0002,HealthcareCo2,healthcare,P0001,Meraki MX64,43,2023-12-16,Remote telehealth setup
O02188,A0084,GovernmentCo4,government,P0006,Meraki MS225,38,2025-01-03,City surveillance camera
O02189,A0003,HealthcareCo3,healthcare,P0006,Meraki MS225,18,2023-05-28,HIPAA compliance monitoring
O02190,A0022,EducationCo2,education,P0004,Meraki MR36,24,2025-02-26,Online testing infrastructure
O02191,A0086,GovernmentCo6,government,P0009,Meraki MV72,36,2024-08-29,City surveillance camera
O02192,A0096,GovernmentCo16,government,P0005,Meraki MS120,33,2025-04-25,Public Wi-Fi rollout
O02193,A0003,HealthcareCo3,healthcare,P0001,Meraki MX64,4,2023-05-14,Medical imaging storage
O02194,A0088,GovernmentCo8,government,P0010,Meraki MT10,18,2023-08-28,Secure inter-agency link
O02195,A0021,EducationCo1,education,P0008,Meraki MV22,36,2023-06-11,Lecture hall streaming
O02196,A0069,RetailCo9,retail,P0002,Meraki MX250,9,2023-07-18,Customer analytics Wi-Fi
O02197,A0075,RetailCo15,retail,P0007,Meraki MV12,17,2023-06-15,Inventory system network
O02198,A0012,HealthcareCo12,healthcare,P0003,Meraki MR33,28,2024-07-04,Patient data security
O02199,A0021,EducationCo1,education,P0009,Meraki MV72,5,2025-03-23,Online testing infrastructure
O02200,A0018,HealthcareCo18,healthcare,P0005,Meraki MS120,43,2024-03-22,Patient data security
O02201,A0075,RetailCo15,retail,P0001,Meraki MX64,5,2024-06-03,In-store digital signage
O02202,A0027,EducationCo7,education,P0010,Meraki MT10,37,2023-06-25,Lecture hall streaming
O02203,A0051,ManufacturingCo11,manufacturing,P0007,Meraki MV12,16,2023-12-06,Safety camera installation
O02204,A0021,EducationCo1,education,P0005,Meraki MS120,3,2025-04-09,Online testing infrastructure
O02205,A0048,ManufacturingCo8,manufacturing,P0007,Meraki MV12,27,2025-01-25,Supply chain tracking
O02206,A0001,HealthcareCo1,healthcare,P0010,Meraki MT10,23,2024-10-06,Remote telehealth setup
O02207,A0005,HealthcareCo5,healthcare,P0001,Meraki MX64,23,2023-11-11,Patient data security
O02208,A0047,ManufacturingCo7,manufacturing,P0007,Meraki MV12,21,2024-12-08,IoT sensor connectivity
O02209,A0027,EducationCo7,education,P0003,Meraki MR33,7,2023-05-21,Campus wireless expansion
O02210,A0001,HealthcareCo1,healthcare,P0004,Meraki MR36,7,2024-06-26,Medical imaging storage
O02211,A0100,GovernmentCo20,government,P0009,Meraki MV72,44,2024-03-21,City surveillance camera
O02212,A0035,EducationCo15,education,P0006,Meraki MS225,8,2024-09-24,Lecture hall streaming
O02213,A0046,ManufacturingCo6,manufacturing,P0009,Meraki MV72,37,2025-02-11,IoT sensor connectivity
O02214,A0010,HealthcareCo10,healthcare,P0010,Meraki MT10,7,2024-02-21,Medical imaging storage
O02215,A0097,GovernmentCo17,government,P0008,Meraki MV22,14,2024-11-02,Secure inter-agency link
O02216,A0083,GovernmentCo3,government,P0003,Meraki MR33,28,2023-11-13,Secure inter-agency link
O02217,A0043,ManufacturingCo3,manufacturing,P0007,Meraki MV12,9,2023-09-14,Factory floor monitoring
O02218,A0006,HealthcareCo6,healthcare,P0010,Meraki MT10,26,2024-01-11,HIPAA compliance monitoring
O02219,A0071,RetailCo11,retail,P0005,Meraki MS120,25,2023-07-20,POS security
O02220,A0074,RetailCo14,retail,P0006,Meraki MS225,34,2024-01-09,In-store digital signage
O02221,A0011,HealthcareCo11,healthcare,P0009,Meraki MV72,18,2023-09-10,Medical imaging storage
O02222,A0044,ManufacturingCo4,manufacturing,P0005,Meraki MS120,20,2024-09-02,Safety camera installation
O02223,A0051,ManufacturingCo11,manufacturing,P0003,Meraki MR33,5,2024-10-14,Factory floor monitoring
O02224,A0010,HealthcareCo10,healthcare,P0008,Meraki MV22,9,2025-03-22,HIPAA compliance monitoring
O02225,A0013,HealthcareCo13,healthcare,P0008,Meraki MV22,50,2024-07-15,HIPAA compliance monitoring
O02226,A0070,RetailCo10,retail,P0005,Meraki MS120,47,2023-11-08,In-store digital signage
O02227,A0007,HealthcareCo7,healthcare,P0009,Meraki MV72,5,2023-12-24,Remote telehealth setup
O02228,A0099,GovernmentCo19,government,P0002,Meraki MX250,13,2023-10-25,Public Wi-Fi rollout
O02229,A0043,ManufacturingCo3,manufacturing,P0007,Meraki MV12,13,2023-09-01,IoT sensor connectivity
O02230,A0072,RetailCo12,retail,P0007,Meraki MV12,31,2025-04-05,POS security
O02231,A0078,RetailCo18,retail,P0009,Meraki MV72,21,2023-07-07,POS security
O02232,A0044,ManufacturingCo4,manufacturing,P0004,Meraki MR36,33,2024-04-25,Safety camera installation
O02233,A0006,HealthcareCo6,healthcare,P0004,Meraki MR36,12,2023-08-06,Medical imaging storage
O02234,A0060,ManufacturingCo20,manufacturing,P0008,Meraki MV22,27,2023-12-12,Safety camera installation
O02235,A0034,EducationCo14,education,P0003,Meraki MR33,28,2025-03-12,Lecture hall streaming
O02236,A0022,EducationCo2,education,P0004,Meraki MR36,47,2025-01-22,Online testing infrastructure
O02237,A0014,HealthcareCo14,healthcare,P0009,Meraki MV72,39,2025-04-17,Remote telehealth setup
O02238,A0051,ManufacturingCo11,manufacturing,P0006,Meraki MS225,22,2024-11-12,IoT sensor connectivity
O02239,A0070,RetailCo10,retail,P0004,Meraki MR36,20,2024-03-26,Inventory system network
O02240,A0039,EducationCo19,education,P0008,Meraki MV22,30,2024-06-30,Student device management
O02241,A0088,GovernmentCo8,government,P0006,Meraki MS225,1,2024-05-28,City surveillance camera
O02242,A0013,HealthcareCo13,healthcare,P0009,Meraki MV72,14,2024-01-02,Patient data security
O02243,A0007,HealthcareCo7,healthcare,P0007,Meraki MV12,31,2023-07-28,HIPAA compliance monitoring
O02244,A0037,EducationCo17,education,P0002,Meraki MX250,47,2023-09-20,Student device management
O02245,A0018,HealthcareCo18,healthcare,P0007,Meraki MV12,7,2024-09-21,Patient data security
O02246,A0015,HealthcareCo15,healthcare,P0009,Meraki MV72,4,2023-06-29,Patient data security
O02247,A0076,RetailCo16,retail,P0009,Meraki MV72,16,2024-01-08,In-store digital signage
O02248,A0033,EducationCo13,education,P0010,Meraki MT10,3,2024-09-11,Lecture hall streaming
O02249,A0094,GovernmentCo14,government,P0004,Meraki MR36,17,2025-02-02,City surveillance camera
O02250,A0041,ManufacturingCo1,manufacturing,P0004,Meraki MR36,42,2024-10-02,Safety camera installation
O02251,A0091,GovernmentCo11,government,P0001,Meraki MX64,40,2024-04-02,Emergency response network
O02252,A0044,ManufacturingCo4,manufacturing,P0007,Meraki MV12,47,2024-09-11,IoT sensor connectivity
O02253,A0009,HealthcareCo9,healthcare,P0004,Meraki MR36,23,2023-10-29,Patient data security
O02254,A0078,RetailCo18,retail,P0010,Meraki MT10,3,2023-12-30,In-store digital signage
O02255,A0009,HealthcareCo9,healthcare,P0005,Meraki MS120,3,2023-09-17,Patient data security
O02256,A0046,ManufacturingCo6,manufacturing,P0009,Meraki MV72,32,2024-11-13,Factory floor monitoring
O02257,A0097,GovernmentCo17,government,P0008,Meraki MV22,22,2025-02-20,Emergency response network
O02258,A0001,HealthcareCo1,healthcare,P0005,Meraki MS120,30,2023-12-18,HIPAA compliance monitoring
O02259,A0044,ManufacturingCo4,manufacturing,P0008,Meraki MV22,36,2023-06-10,Supply chain tracking
O02260,A0066,RetailCo6,retail,P0006,Meraki MS225,27,2025-03-11,In-store digital signage
O02261,A0093,GovernmentCo13,government,P0004,Meraki MR36,41,2023-09-06,City surveillance camera
O02262,A0059,ManufacturingCo19,manufacturing,P0006,Meraki MS225,24,2024-09-21,Safety camera installation
O02263,A0099,GovernmentCo19,government,P0002,Meraki MX250,22,2024-01-06,Secure inter-agency link
O02264,A0042,ManufacturingCo2,manufacturing,P0004,Meraki MR36,48,2025-01-28,Factory floor monitoring
O02265,A0077,RetailCo17,retail,P0006,Meraki MS225,1,2024-06-21,Customer analytics Wi-Fi
O02266,A0029,EducationCo9,education,P0010,Meraki MT10,31,2025-01-02,Student device management
O02267,A0001,HealthcareCo1,healthcare,P0007,Meraki MV12,48,2024-02-09,Remote telehealth setup
O02268,A0064,RetailCo4,retail,P0006,Meraki MS225,44,2024-03-02,POS security
O02269,A0067,RetailCo7,retail,P0007,Meraki MV12,47,2023-07-11,In-store digital signage
O02270,A0042,ManufacturingCo2,manufacturing,P0003,Meraki MR33,46,2024-11-12,Safety camera installation
O02271,A0023,EducationCo3,education,P0004,Meraki MR36,50,2023-12-02,Online testing infrastructure
O02272,A0055,ManufacturingCo15,manufacturing,P0008,Meraki MV22,1,2024-11-28,Factory floor monitoring
O02273,A0100,GovernmentCo20,government,P0010,Meraki MT10,47,2024-06-12,Emergency response network
O02274,A0046,ManufacturingCo6,manufacturing,P0007,Meraki MV12,21,2024-07-29,Safety camera installation
O02275,A0068,RetailCo8,retail,P0005,Meraki MS120,24,2024-10-15,Customer analytics Wi-Fi
O02276,A0073,RetailCo13,retail,P0003,Meraki MR33,34,2023-05-04,Inventory system network
O02277,A0001,HealthcareCo1,healthcare,P0007,Meraki MV12,39,2025-04-25,Medical imaging storage
O02278,A0030,EducationCo10,education,P0001,Meraki MX64,28,2024-09-26,Student device management
O02279,A0034,EducationCo14,education,P0006,Meraki MS225,6,2023-08-15,Online testing infrastructure
O02280,A0057,ManufacturingCo17,manufacturing,P0009,Meraki MV72,24,2023-05-20,Safety camera installation
O02281,A0016,HealthcareCo16,healthcare,P0009,Meraki MV72,27,2024-01-07,Patient data security
O02282,A0065,RetailCo5,retail,P0010,Meraki MT10,48,2023-10-04,POS security
O02283,A0025,EducationCo5,education,P0010,Meraki MT10,45,2023-06-27,Student device management
O02284,A0074,RetailCo14,retail,P0006,Meraki MS225,22,2025-02-07,Customer analytics Wi-Fi
O02285,A0018,HealthcareCo18,healthcare,P0005,Meraki MS120,1,2023-11-20,Remote telehealth setup
O02286,A0074,RetailCo14,retail,P0007,Meraki MV12,40,2023-05-14,Inventory system network
O02287,A0063,RetailCo3,retail,P0008,Meraki MV22,40,2023-06-24,In-store digital signage
O02288,A0085,GovernmentCo5,government,P0001,Meraki MX64,26,2023-06-06,Public Wi-Fi rollout
O02289,A0085,GovernmentCo5,government,P0005,Meraki MS120,24,2024-10-20,City surveillance camera
O02290,A0083,GovernmentCo3,government,P0007,Meraki MV12,30,2024-11-04,City surveillance camera
O02291,A0001,HealthcareCo1,healthcare,P0004,Meraki MR36,33,2024-11-16,HIPAA compliance monitoring
O02292,A0053,ManufacturingCo13,manufacturing,P0002,Meraki MX250,18,2023-09-29,Safety camera installation
O02293,A0049,ManufacturingCo9,manufacturing,P0004,Meraki MR36,46,2023-05-11,Safety camera installation
O02294,A0086,GovernmentCo6,government,P0002,Meraki MX250,9,2023-10-02,Secure inter-agency link
O02295,A0082,GovernmentCo2,government,P0009,Meraki MV72,34,2024-10-02,Public Wi-Fi rollout
O02296,A0090,GovernmentCo10,government,P0003,Meraki MR33,42,2023-09-22,City surveillance camera
O02297,A0072,RetailCo12,retail,P0008,Meraki MV22,38,2024-05-30,Inventory system network
O02298,A0060,ManufacturingCo20,manufacturing,P0003,Meraki MR33,47,2024-03-20,IoT sensor connectivity
O02299,A0098,GovernmentCo18,government,P0007,Meraki MV12,43,2023-07-08,Emergency response network
O02300,A0072,RetailCo12,retail,P0001,Meraki MX64,40,2024-01-25,Customer analytics Wi-Fi
O02301,A0044,ManufacturingCo4,manufacturing,P0001,Meraki MX64,21,2023-07-11,Safety camera installation
